,msg,count
18762,搶手,2
18763,搶手機,1
18764,搶攻,1
18765,搶試,1
18766,搶買,16
18767,搶購,2
18768,搶過,2
18769,搶野,1
18770,搶錢,3
18771,搶頭,1
18772,搾盡,1
18773,摆明,1
18774,摇尾博,1
18775,摔測,1
18776,摔角,2
18777,摩同,1
18778,摩妮,1
18779,摩妮卡,1
18780,摩托,1
18781,摩托羅拉,1
18782,摩根,1
18783,摩根士丹利,1
18784,摩根士丹利則,1
18785,摩發布,1
18786,摩開,1
18787,摷過,1
18788,摸上手,2
18789,摸多,1
18790,摸摸部,1
18791,摸索,2
18792,摸過,2
18793,摺機,1
18794,摺紙,1
18795,摺龜,1
18796,撇除,1
18797,撈亂,2
18798,撐大,1
18799,撒離左惡魔,1
18800,撕開,1
18801,撚事,1
18802,撚哂,1
18803,撚憎,1
18804,撚樣,2
18805,撚樣衰,1
18806,撚正,1
18807,撚用,3
18808,撚話,5
18809,撚買,1
18810,撚錢,1
18811,撚閉,61
18812,撞機,1
18813,撤出,17
18814,撤回,1
18815,撤底,1
18816,撤走,3
18817,撤退,1
18818,撤離,5
18819,撥嚟撥,1
18820,撥號,1
18821,撩佢,2
18822,播放,28
18823,播放器,4
18824,播片,1
18825,播野,2
18826,撰寫,1
18827,撳實,1
18828,撼動,1
18829,擁抱,3
18830,擁抱愛,1
18831,擁晒,1
18832,擁有,40
18833,擁有多色機,1
18834,擁有美藉,1
18835,擁護,1
18836,擅勝場,1
18837,擅長,2
18838,擇來,1
18839,擇權,3
18840,擇較,1
18841,擇邊,2
18842,擇關,1
18843,擊力,1
18844,擊敗,1
18845,擊測,1
18846,擊隊,1
18847,操作,270
18848,操作系統,3
18849,操控,7
18850,操控感,2
18851,擔任,1
18852,擔心,13
18853,擔心下,1
18854,擔心佢,1
18855,擔心入,2
18856,擔心分期,60
18857,擔心嘅,1
18858,擔心國,1
18859,擔心太,1
18860,擔心蘋果,1
18861,擔憂,2
18862,擔擔,1
18863,擔骨頭嘅,1
18864,據問佢,1
18865,據嘅,1
18866,據報,3
18867,據報道,1
18868,據悉,2
18869,據漫,1
18870,據線,1
18871,據聞,1
18872,據過,1
18873,擦拭,2
18874,擦除,2
18875,擬鍵,1
18876,擰過喎,1
18877,擴增,1
18878,擴容,1
18879,擴展,1
18880,擷取,3
18881,擺位,2
18882,擺係,1
18883,擺半年,1
18884,擺喺,1
18885,擺喺度,1
18886,擺明,5
18887,擺明係,1
18888,擺明玩嘢,1
18889,擺脫,3
18890,擺花街,1
18891,擺設,2
18892,擺買,3
18893,擺賣話,1
18894,擺部,2
18895,擺野係,1
18896,攜號,3
18897,攝位,4
18898,攝影,3
18899,攞來,1
18900,攞個,3
18901,攞去換,1
18902,攞咁多嘢,1
18903,攞咩,1
18904,攞咪,1
18905,攞啲,3
18906,攞嚟,3
18907,攞威,1
18908,攞左club,1
18909,攞張,1
18910,攞得,1
18911,攞手,1
18912,攞機,13
18913,攞獎,1
18914,攞碌,1
18915,攞返,1
18916,攞部,4
18917,攞銀,1
18918,攞黎,1
18919,攞黎講,1
18920,攪咁,1
18921,攪店,1
18922,攪掂,2
18923,攪笑,2
18924,攪笑嫁,1
18925,攪錯,3
18926,攬過,1
18927,支momax,1
18928,支付,19
18929,支出,8
18930,支打,1
18931,支拿,1
18932,支拿機,1
18933,支持,165
18934,支持flac,1
18935,支持者,3
18936,支援,218
18937,支援部,1
18938,支撐,2
18939,支支,1
18940,支槍,2
18941,支歌,3
18942,支爆,1
18943,支版,1
18944,支筆,5
18945,支言,2
18946,支野,3
18947,支野飲,1
18948,收iphone,1
18949,收二格,1
18950,收人,3
18951,收你,2
18952,收保安,1
18953,收億,1
18954,收入,14
18955,收六百,4
18956,收兵,10
18957,收到,98
18958,收取,2
18959,收咁,1
18960,收咗,2
18961,收咩,1
18962,收咩價,1
18963,收哂,2
18964,收唔,21
18965,收啦,1
18966,收嗎,1
18967,收囉,1
18968,收回,2
18969,收埋個touch,1
18970,收基佬,1
18971,收報,2
18972,收場,2
18973,收多,2
18974,收夜返,2
18975,收夠,1
18976,收官,1
18977,收就,1
18978,收工,19
18979,收左,2
18980,收左人,1
18981,收左佢,1
18982,收帳,1
18983,收幾,1
18984,收幾百,1
18985,收後,1
18986,收復,1
18987,收息,60
18988,收手,1
18989,收據,2
18990,收斂,1
18991,收時,2
18992,收机,1
18993,收機,17
18994,收機佬,10
18995,收機價,4
18996,收機者,1
18997,收機鋪,1
18998,收檔,1
18999,收滿滿,1
19000,收爆,1
19001,收爐啫,1
19002,收獎品,2
19003,收獲,2
19004,收獵,2
19005,收番,1
19006,收皮,8
19007,收益,5
19008,收看,1
19009,收睇,1
19010,收穫,1
19011,收窄,2
19012,收經,1
19013,收緊,1
19014,收線,2
19015,收繳,1
19016,收藏,7
19017,收藏品,1
19018,收貨,7
19019,收買佬,2
19020,收費,12
19021,收賬單,1
19022,收購,30
19023,收購東盛,1
19024,收费,1
19025,收起,1
19026,收返,5
19027,收過,2
19028,收部,2
19029,收都,1
19030,收錄,1
19031,收錢,3
19032,收錯,1
19033,收開,1
19034,收集,24
19035,收音,2
19036,收順,1
19037,收風,1
19038,收養,1
19039,攸關,1
19040,改個,2
19041,改動,1
19042,改变,1
19043,改口,1
19044,改名,6
19045,改咁,1
19046,改咗,1
19047,改咩,3
19048,改善,47
19049,改埋,1
19050,改採,1
19051,改樣,1
19052,改為,5
19053,改版,11
19054,改用,19
19055,改美,1
19056,改良,16
19057,改良型,1
19058,改色,1
19059,改裝,2
19060,改變,40
19061,改買,1
19062,改造,2
19063,改進,15
19064,改電,1
19065,改革,6
19066,攻打,1
19067,攻擊,7
19068,攻擊m字,1
19069,攻擊力,4
19070,攻略,8
19071,攻破,1
19072,攻防,1
19073,放iphone7,1
19074,放update,1
19075,放下,3
19076,放任,1
19077,放係,8
19078,放假,18
19079,放假唔,2
19080,放出,1
19081,放到,13
19082,放咗,10
19083,放咗部,1
19084,放唔,3
19085,放售,3
19086,放喺,3
19087,放嘅,1
19088,放在,9
19089,放埋部,1
19090,放大,12
19091,放定,1
19092,放屁,2
19093,放屋,1
19094,放工,11
19095,放工會,1
19096,放工話,2
19097,放巧,2
19098,放底,3
19099,放开,1
19100,放後,1
19101,放心,50
19102,放慢,1
19103,放手,4
19104,放於,1
19105,放某,1
19106,放棄,21
19107,放機,9
19108,放機者,2
19109,放比,2
19110,放濕器,5
19111,放火,1
19112,放番,1
19113,放緩,4
19114,放置,1
19115,放膽,2
19116,放舊,1
19117,放落,3
19118,放衭袋,1
19119,放褲,1
19120,放褲袋,5
19121,放轉,2
19122,放返,2
19123,放過,3
19124,放遠,1
19125,放部,1
19126,放長,1
19127,放閒,2
19128,放隻,72
19129,放題,3
19130,放飯,11
19131,放鬆,2
19132,政客,60
19133,政局,1
19134,政府,57
19135,政府部門,1
19136,政治,17
19137,政治化,1
19138,政治問題,1
19139,政治喱,1
19140,政治敏,1
19141,政治立場,1
19142,政策,7
19143,政苦幫苦,1
19144,政變,5
19145,政費,1
19146,故事,15
19147,故意,2
19148,故暫,1
19149,故此他們,1
19150,故知,1
19151,故蘋,1
19152,故障,2
19153,效勞,1
19154,效應,6
19155,效會,2
19156,效果,82
19157,效果仲,1
19158,效果點,2
19159,效率,9
19160,效用,1
19161,效能,28
19162,敎主,1
19163,敎導,2
19164,敏感,6
19165,敏捷,2
19166,救亡,1
19167,救佢,2
19168,救命,20
19169,救濟,1
19170,救路,1
19171,敗仗,1
19172,敗囉,1
19173,敗家兵,1
19174,敗筆,73
19175,教ching,1
19176,教icloud點,1
19177,教下,1
19178,教主,8
19179,教人,1
19180,教個,1
19181,教喺街,1
19182,教因,1
19183,教士,2
19184,教學,10
19185,教學片,1
19186,教導,1
19187,教師,2
19188,教師兄,1
19189,教徒,1
19190,教拳,3
19191,教材,1
19192,教條,1
19193,教樓主點,1
19194,教科書,1
19195,教程,1
19196,教練,18
19197,教育,2
19198,教育市,1
19199,教育片,2
19200,教育路,1
19201,教訓,6
19202,教話,1
19203,教買,1
19204,教路,1
19205,教過,2
19206,教錯佢,1
19207,敢膽,1
19208,敢著添,1
19209,散件,2
19210,散佢,1
19211,散光,1
19212,散幫,1
19213,散戶,1
19214,散景,24
19215,散景人,1
19216,散熱,1
19217,散發,2
19218,散落,1
19219,散買,1
19220,散過,1
19221,散金,1
19222,散電池,5
19223,敦人,1
19224,敦地,1
19225,敦道,1
19226,敬畏,1
19227,敬軒,1
19228,敬騰,2
19229,数字,1
19230,数字会,1
19231,数据,1
19232,数码,2
19233,数记,1
19234,整apple,1
19235,整d,2
19236,整face,1
19237,整iphone,2
19238,整qr,1
19239,整下,1
19240,整体,2
19241,整來,1
19242,整個,16
19243,整去,1
19244,整古,1
19245,整台,1
19246,整合,9
19247,整合性,1
19248,整吾,1
19249,整咩裝,1
19250,整唔,1
19251,整場,2
19252,整天,1
19253,整好,1
19254,整容,1
19255,整左,1
19256,整左幾,1
19257,整攻略,1
19258,整整,1
19259,整整個,1
19260,整旣,1
19261,整旣野,1
19262,整機,3
19263,整流,1
19264,整理,10
19265,整番,2
19266,整白,1
19267,整粗条,1
19268,整花,1
19269,整落,1
19270,整裝,3
19271,整貴,1
19272,整过,1
19273,整過,5
19274,整部,1
19275,整頭,2
19276,整體,97
19277,敵人,11
19278,敵唔,2
19279,敵國,1
19280,敵對,1
19281,敵概,4
19282,敷面,72
19283,數x,2
19284,數不及x,1
19285,數值,1
19286,數吾,1
19287,數吾返,1
19288,數嘅,1
19289,數字,16
19290,數字台,2
19291,數學,2
19292,數就知,1
19293,數差,1
19294,數年,4
19295,數據,107
19296,數據卡,2
19297,數據會,1
19298,數據線,1
19299,數日,1
19300,數會,1
19301,數機,1
19302,數用,2
19303,數碼,5
19304,數碼通,1
19305,數秒,1
19306,數約,1
19307,數記,11
19308,數記登,1
19309,數記網,1
19310,數買,2
19311,數都,1
19312,數量,8
19313,數需,1
19314,文中,3
19315,文中話乜,1
19316,文件,31
19317,文來,1
19318,文內,2
19319,文化,13
19320,文員,1
19321,文哥,3
19322,文唔,1
19323,文嘅,73
19324,文姐,1
19325,文娛,1
19326,文字,17
19327,文學,2
19328,文憑,2
19329,文明,3
19330,文本,2
19331,文檔,2
19332,文歌,2
19333,文科,1
19334,文章,17
19335,文職,14
19336,文言,1
19337,文進行,2
19338,文黎,1
19339,斑腩,2
19340,料中事,1
19341,料仲化,1
19342,料喎,1
19343,料會,1
19344,料理,1
19345,斟酌,3
19346,斬攬,1
19347,斬腳趾,1
19348,斯情,1
19349,斯文,1
19350,斯文嘅,2
19351,斯本,1
19352,斯洛登,2
19353,斯諾,1
19354,新ac,1
19355,新apple,1
19356,新apps,1
19357,新chips,1
19358,新firmware會,1
19359,新funtion,1
19360,新game都,1
19361,新i,2
19362,新idea,1
19363,新iiphone,1
19364,新ios,8
19365,新ios12,1
19366,新ip7,1
19367,新ipad,2
19368,新iphone,103
19369,新iphone不感,1
19370,新iphone事,1
19371,新iphone價錢,1
19372,新iphone出機,1
19373,新iphone定,1
19374,新iphone點,1
19375,新ip啦,1
19376,新model,1
19377,新se,1
19378,新watch,1
19379,新wifi點,1
19380,新wor,2
19381,新xs,1
19382,新一代,1
19383,新丫,1
19384,新之見,2
19385,新事,1
19386,新人,1
19387,新低,2
19388,新個,1
19389,新備,1
19390,新光,1
19391,新兵,1
19392,新出,1
19393,新力,3
19394,新加坡,2
19395,新卡,1
19396,新可獲,1
19397,新台,1
19398,新台幣,1
19399,新同,1
19400,新品,12
19401,新唉瘋,1
19402,新嘅,4
19403,新嘢,6
19404,新地,1
19405,新型,75
19406,新垣,2
19407,新埃風,1
19408,新填地街,1
19409,新增,7
19410,新天,1
19411,新字,1
19412,新安,2
19413,新客,6
19414,新客戶,1
19415,新少林寺,1
19416,新州,2
19417,新平,5
19418,新年,11
19419,新廣,1
19420,新建,1
19421,新後,1
19422,新怪,1
19423,新意,206
19424,新愛,2
19425,新應,1
19426,新手,22
19427,新手們,1
19428,新手屈,1
19429,新手機,5
19430,新技,1
19431,新掛牌,1
19432,新攪,1
19433,新晶片,2
19434,新机,8
19435,新果,1
19436,新果個,1
19437,新梗,1
19438,新機,305
19439,新機事,1
19440,新機價錢,1
19441,新機喎,1
19442,新機嗎,2
19443,新機壞,1
19444,新機實,1
19445,新機度,1
19446,新機時,1
19447,新機會,1
19448,新機種,1
19449,新機訂,1
19450,新機開箱,1
19451,新機黎,2
19452,新款,23
19453,新款嗎,1
19454,新歌,1
19455,新正,1
19456,新殼,1
19457,新比,3
19458,新活,1
19459,新活動,2
19460,新浪,1
19461,新版,4
19462,新特點,1
19463,新用,1
19464,新用戶,2
19465,新界,1
19466,新碟,1
19467,新秀,1
19468,新科係,1
19469,新穎,2
19470,新簽,1
19471,新紀,1
19472,新紀元,1
19473,新紀錄,3
19474,新紅,1
19475,新組件,1
19476,新線,1
19477,新翼,1
19478,新聞,84
19479,新聞信,1
19480,新聞區,1
19481,新聞台,1
19482,新聞稿,1
19483,新股,1
19484,新興市場,1
19485,新舊,1
19486,新舊機,2
19487,新色,7
19488,新色手機,1
19489,新艾瘋,1
19490,新艾風,1
19491,新花定,1
19492,新號,4
19493,新號碼開,1
19494,新衣,2
19495,新設,1
19496,新變,1
19497,新買,10
19498,新趨勢,1
19499,新車,2
19500,新轉機,1
19501,新都,1
19502,新野,12
19503,新野都,1
19504,新開,1
19505,新闻,2
19506,新雙,1
19507,新電,60
19508,新電腦,1
19509,新高,10
19510,新鮮,6
19511,新鮮感,4
19512,新鲜,2
19513,新鲜事,1
19514,斷估,1
19515,斷斷,2
19516,斷然,1
19517,斷章,2
19518,斷糧,1
19519,斷絕,4
19520,斷線,11
19521,斷續,2
19522,斷連,1
19523,方type,1
19524,方令妹,2
19525,方仲,1
19526,方例如,1
19527,方便,400
19528,方便d,5
19529,方便咗,3
19530,方便寫意,1
19531,方便過,1
19532,方則,1
19533,方力,2
19534,方向,25
19535,方向諗,1
19536,方市,1
19537,方式,97
19538,方悟,1
19539,方扮,1
19540,方果,1
19541,方果筆,1
19542,方案,6
19543,方法,222
19544,方炯鑌,1
19545,方為,2
19546,方略,5
19547,方病,2
19548,方皓玟,2
19549,方網,1
19550,方藥,2
19551,方觸,1
19552,方都會,1
19553,方針,1
19554,方面,155
19555,於晶片,1
19556,施展,3
19557,施放,3
19558,施放極,1
19559,施政,1
19560,旁煲,2
19561,旁邊,5
19562,旅客,3
19563,旅程,1
19564,旅行,31
19565,旅費,1
19566,旅遊,18
19567,旅遊區,2
19568,旋轉,2
19569,族群,2
19570,旗下,11
19571,旗勾起,3
19572,旗舰,1
19573,旗艦,7
19574,旗艦手,1
19575,旗艦手機,1
19576,旗艦機,6
19577,旗艦機種,1
19578,旗艦機續,1
19579,旗艦版,1
19580,旗艦皇者,1
19581,旗艦級,2
19582,无外乎,1
19583,无奈,1
19584,无条件,1
19585,无理,1
19586,无用,2
19587,无知,1
19588,无限,1
19589,既a12,1
19590,既dynamic,2
19591,既game都,1
19592,既grammar,3
19593,既home,1
19594,既i6,1
19595,既i6ps,1
19596,既ios12,1
19597,既iphone,3
19598,既j仔,1
19599,既marry,1
19600,既misery,1
19601,既sms,1
19602,既staff其實,1
19603,既stereo,1
19604,既whatsapp,1
19605,既事,3
19606,既人唔,1
19607,既人點,1
19608,既位,2
19609,既佢,1
19610,既係,1
19611,既價,8
19612,既價錢,1
19613,既優,1
19614,既利得税,1
19615,既咩,3
19616,既咪,1
19617,既問,1
19618,既問候,1
19619,既啫,1
19620,既喜,1
19621,既失,1
19622,既字,1
19623,既定,1
19624,既工牙,2
19625,既情況,1
19626,既意思,1
19627,既愛,1
19628,既手機,1
19629,既括,1
19630,既晶片,1
19631,既樣,1
19632,既橋,1
19633,既機,81
19634,既漫,1
19635,既然,14
19636,既線,2
19637,既華,1
19638,既葡萄,1
19639,既解,1
19640,既言,1
19641,既話,75
19642,既車,1
19643,既連,1
19644,既野,74
19645,既銷售,1
19646,既錢,1
19647,既電,1
19648,旣人,2
19649,日download,1
19650,日ifc,1
19651,日不如,1
19652,日例,1
19653,日例假,1
19654,日係,1
19655,日偷,2
19656,日傳,1
19657,日先,4
19658,日先扣,1
19659,日先用過,1
19660,日公,1
19661,日军,1
19662,日出,7
19663,日出機,3
19664,日到大貨,1
19665,日前,6
19666,日化,5
19667,日半,1
19668,日去,14
19669,日后,1
19670,日咁,2
19671,日唔平,1
19672,日堂,2
19673,日報,27
19674,日夜,3
19675,日夢,1
19676,日奸,1
19677,日子,38
19678,日實,1
19679,日常,10
19680,日影,1
19681,日後,8
19682,日後變,16
19683,日拎機,1
19684,日拎舊屎,1
19685,日放,3
19686,日數,1
19687,日文,3
19688,日文歌,2
19689,日文版,4
19690,日新月異,1
19691,日斷,1
19692,日日,45
19693,日日send,1
19694,日日唔,1
19695,日日幫埃瘋,1
19696,日日有,1
19697,日日望,2
19698,日日朝九晚五,1
19699,日日朝九晚五好攰,1
19700,日日開佢,1
19701,日早盤,1
19702,日曆,2
19703,日會,4
19704,日月光,2
19705,日有機,1
19706,日期,30
19707,日本,83
19708,日本國,1
19709,日歷,1
19710,日比佢,1
19711,日比賽,1
19712,日法,1
19713,日淘,1
19714,日煲,2
19715,日熱,3
19716,日版,2
19717,日版係,1
19718,日用,7
19719,日用iphone,1
19720,日用唔,1
19721,日畀,1
19722,日發,1
19723,日盛,2
19724,日禮物,1
19725,日程,1
19726,日笑人,2
19727,日系機,1
19728,日終,2
19729,日經,1
19730,日落,1
19731,日藉,1
19732,日補,2
19733,日見,3
19734,日訂,2
19735,日記,4
19736,日試,1
19737,日話,1
19738,日話爆,1
19739,日誌,2
19740,日講,3
19741,日識,1
19742,日话,1
19743,日買,7
19744,日費,2
19745,日跌,1
19746,日轉,1
19747,日返,2
19748,日都,2
19749,日都係係數碼,1
19750,日都唔知,1
19751,日重,1
19752,日開,2
19753,日開箱,3
19754,日間,4
19755,日韓,1
19756,日韓手機,1
19757,日頭,1
19758,日食,1
19759,日飲,1
19760,日首,1
19761,旧xb10,1
19762,旨在,3
19763,旨意,1
19764,早2,1
19765,早d,9
19766,早上,106
19767,早二叔,1
19768,早係,1
19769,早入,3
19770,早出,2
19771,早前,12
19772,早半年,1
19773,早啲,2
19774,早場,1
19775,早安,25
19776,早就,22
19777,早已,13
19778,早年,1
19779,早幾年,1
19780,早忙嗎,2
19781,早排,5
19782,早換,1
19783,早於,1
19784,早早,2
19785,早晨,103
19786,早期,2
19787,早海,2
19788,早盤,1
19789,早瞓,2
19790,早知,5
19791,早美,1
19792,早船,4
19793,早表,1
19794,早訂,1
19795,早變,1
19796,早買,4
19797,早起,3
19798,早過,4
19799,早都問候,1
19800,早餐,26
19801,早點,4
19802,旭隼,1
19803,时机,1
19804,时间,4
19805,旺區,1
19806,旺季,2
19807,旺宏,1
19808,旺持續,1
19809,旺盛,1
19810,旺角,19
19811,昆撚,1
19812,昆部,1
19813,昌昌,3
19814,昌玩,2
19815,明apple,1
19816,明ge,1
19817,明home,16
19818,明iphone,2
19819,明x,1
19820,明中,1
19821,明串,1
19822,明人,1
19823,明件,5
19824,明信片,1
19825,明台灣,1
19826,明同,1
19827,明唔,1
19828,明喎,1
19829,明報,1
19830,明天,42
19831,明年,13
19832,明年底,1
19833,明拉,1
19834,明既,1
19835,明日,5
19836,明早,3
19837,明明,38
19838,明明charge滿電,1
19839,明明部,1
19840,明明顯,1
19841,明星,4
19842,明星級,1
19843,明显,3
19844,明智,2
19845,明暗,1
19846,明暗度,1
19847,明曬,1
19848,明燈,2
19849,明珠,3
19850,明用,2
19851,明白,129
19852,明白一買返來,1
19853,明白係,1
19854,明白哂,1
19855,明白嘅,1
19856,明白娘,1
19857,明目張,1
19858,明知,9
19859,明確,3
19860,明碼,1
19861,明示,1
19862,明祥,1
19863,明稿,2
19864,明義,1
19865,明華,1
19866,明要,1
19867,明言,1
19868,明買,2
19869,明買明,1
19870,明賣,2
19871,明過,1
19872,明都扮,1
19873,明顯,57
19874,明顯嗎,1
19875,明顯市,1
19876,明點,5
19877,昏迷,1
19878,易事,3
19879,易做,1
19880,易咬比,1
19881,易壞,1
19882,易威登,1
19883,易容,1
19884,易實,1
19885,易審,11
19886,易審開,1
19887,易戰,10
19888,易拗,1
19889,易揸過,2
19890,易搵,1
19891,易流,3
19892,易玩d,1
19893,易用,4
19894,易縮,33
19895,易縮讀,2
19896,易縮飲,2
19897,易致,1
19898,易花,1
19899,易見,2
19900,易跌,1
19901,易跌爛,1
19902,易逆,2
19903,易關,1
19904,易點,3
19905,昔日,1
19906,星amoled,1
19907,星note8,2
19908,星來襲,1
19909,星唔係囉,1
19910,星問題,1
19911,星夢,1
19912,星展,1
19913,星座,2
19914,星手機,1
19915,星星,2
19916,星期,125
19917,星期backup,1
19918,星期一,6
19919,星期三,2
19920,星期之,1
19921,星期五,12
19922,星期五再ireserve,1
19923,星期五就知,1
19924,星期六,10
19925,星期六ir,1
19926,星期六日,4
19927,星期冇,1
19928,星期出機,1
19929,星期唔,1
19930,星期四買仲,1
19931,星期尾,1
19932,星期幾ge,4
19933,星期後,2
19934,星期打,1
19935,星期拎機,1
19936,星期掃,2
19937,星期放,1
19938,星期日,10
19939,星期病,3
19940,星期真,2
19941,星期約,1
19942,星期買,2
19943,星期返,1
19944,星期預約,1
19945,星期飛,3
19946,星期食,1
19947,星期飲,1
19948,星架,1
19949,星機,1
19950,星永遠計,1
19951,星淡友,1
19952,星爺,1
19953,星爺頻道,2
19954,星球,1
19955,星田,1
19956,星空plz,1
19957,星粉,1
19958,星際,1
19959,星電,1
19960,映射,2
19961,春d,1
19962,春姐,1
19963,春季,2
19964,春瑩,1
19965,春瑩妹,1
19966,春節,2
19967,春花確,1
19968,春莹,1
19969,春螢,1
19970,春袋,2
19971,春錢,1
19972,昨僅,1
19973,昨午,2
19974,昨夜,1
19975,昨天,18
19976,昨日,41
19977,昨早,2
19978,昨晚,8
19979,是剛,1
19980,是否,150
19981,是影,2
19982,是次,2
19983,是為,1
19984,是的,2
19985,是者,1
19986,昵麻,1
19987,显得,1
19988,時fix,2
19989,時hang,1
19990,時join左,1
19991,時ok,1
19992,時reboot,1
19993,時sale,1
19994,時trade,1
19995,時youtube片,1
19996,時中國,1
19997,時中斷,1
19998,時中毒,1
19999,時事區,8
20000,時人人,1
20001,時代,16
20002,時代一樣,1
20003,時代尖,1
20004,時代變,1
20005,時仲,3
20006,時份,1
20007,時侯,3
20008,時係,4
20009,時個,1
20010,時倒舌一千,1
20011,時候,58
20012,時假話,1
20013,時傳,1
20014,時先,2
20015,時光,9
20016,時光倒流,1
20017,時光機,1
20018,時內,1
20019,時冇,2
20020,時再買,1
20021,時出,2
20022,時刻,19
20023,時勢,2
20024,時化,1
20025,時區,1
20026,時命,1
20027,時咪,1
20028,時唔,9
20029,時商,1
20030,時問,2
20031,時嗰啲,1
20032,時報,21
20033,時大,2
20034,時家,1
20035,時對,5
20036,時尚,2
20037,時工,1
20038,時差,3
20039,時帶,1
20040,時常,3
20041,時年,2
20042,時序,2
20043,時後,1
20044,時得,1
20045,時忍,1
20046,時忘記攞,1
20047,時應,1
20048,時所佔市,1
20049,時手機,1
20050,時打,1
20051,時換機,1
20052,時攞,1
20053,時日,1
20054,時時,1
20055,時晨,2
20056,時會,91
20057,時月費,1
20058,時有,1
20059,時有d,3
20060,時有機,3
20061,時有雜聲,1
20062,時期,9
20063,時果農,1
20064,時機,2
20065,時此刻,1
20066,時段,1
20067,時毋,1
20068,時派,1
20069,時減,1
20070,時為,1
20071,時無,3
20072,時無反應,1
20073,時無咩,1
20074,時無為,1
20075,時無留意,1
20076,時特,1
20077,時用,5
20078,時當,1
20079,時發,1
20080,時睇,1
20081,時硬體,16
20082,時禁,2
20083,時程,1
20084,時空,3
20085,時算,1
20086,時細嗎,1
20087,時續,1
20088,時義,1
20089,時老尾,1
20090,時能,1
20091,時萍,1
20092,時薪,1
20093,時裝,1
20094,時裝界,1
20095,時要,5
20096,時見,4
20097,時覺,1
20098,時訂,1
20099,時訓,72
20100,時記,1
20101,時許,1
20102,時試,2
20103,時話,2
20104,時認,1
20105,時認唔,1
20106,時調,2
20107,時諗,1
20108,時變,4
20109,時買,1
20110,時賠,1
20111,時轉,1
20112,時轉台,1
20113,時辰,1
20114,時過,2
20115,時達,1
20116,時部,2
20117,時都,16
20118,時都係咁,1
20119,時都唔會,1
20120,時都應,1
20121,時錢,1
20122,時鏡頭,1
20123,時開,1
20124,時間,237
20125,時間hea,2
20126,時間仲,1
20127,時間來,2
20128,時間內,3
20129,時間唔轉,1
20130,時間喎,1
20131,時間多啲,2
20132,時間測,1
20133,時間睇片,1
20134,時間表,2
20135,時間遊,1
20136,時間過,1
20137,時間金錢轉,1
20138,時間長,2
20139,時間開,2
20140,時關,2
20141,時限,1
20142,時隻,1
20143,時順,1
20144,時領取,1
20145,時鬧,1
20146,時黎,1
20147,時黎講,1
20148,時ｄ,2
20149,晏啲,1
20150,晏啲影,1
20151,晏就,1
20152,晒an機,1
20153,晒app,1
20154,晒apple,1
20155,晒za,1
20156,晒台,1
20157,晒唔,1
20158,晒底,1
20159,晒手,1
20160,晒時間,1
20161,晒東莞華,1
20162,晒格,1
20163,晒氣,1
20164,晒特朗,1
20165,晒罩,1
20166,晒譜,1
20167,晒電,1
20168,晚上,96
20169,晚伯恩廠,1
20170,晚入,1
20171,晚冇,1
20172,晚安,12
20173,晚會,2
20174,晚期,1
20175,晚果d,60
20176,晚泊返,2
20177,晚用,1
20178,晚訂,1
20179,晚訓,1
20180,晚餐,5
20181,晚餐ing,2
20182,晝嘅,1
20183,晤见,1
20184,晨2,2
20185,晨咁,1
20186,晨張,1
20187,晨彥,2
20188,晨早,4
20189,晨早執,1
20190,晨運,2
20191,晨雨勇,2
20192,普iphone,1
20193,普係咪,1
20194,普個,1
20195,普及,9
20196,普及面,1
20197,普嘅,1
20198,普天同,1
20199,普天同慶,1
20200,普寧,1
20201,普就唔,2
20202,普應,1
20203,普普話,1
20204,普有,1
20205,普減,1
20206,普用乜機,1
20207,普要,1
20208,普見,1
20209,普話,3
20210,普跌,1
20211,普通,38
20212,普通人,3
20213,普通手,1
20214,普通樣,1
20215,普通野,1
20216,普遍,8
20217,普遲,1
20218,普選,2
20219,景仰,1
20220,景有,1
20221,景氣,3
20222,景深,17
20223,景深係,1
20224,景然無細機,1
20225,景物,2
20226,景點,2
20227,晴天,1
20228,晶iphone,1
20229,晶吉利,2
20230,晶圓,1
20231,晶片,9
20232,晶片來,1
20233,晶片組,1
20234,智人仕,1
20235,智係傾,1
20236,智先,1
20237,智力,1
20238,智商,8
20239,智嚟,1
20240,智姐,1
20241,智寶,1
20242,智慧,13
20243,智慧手機,1
20244,智打,1
20245,智架,1
20246,智版,1
20247,智能,60
20248,智識,2
20249,智野,2
20250,智障,4
20251,智霖,2
20252,暂时,1
20253,暑假,1
20254,暖包,1
20255,暖聲,1
20256,暗位,3
20257,暗價,1
20258,暗含,1
20259,暗場景,1
20260,暗夜,1
20261,暗天,2
20262,暗如餐,2
20263,暗度,1
20264,暗影,1
20265,暗於,2
20266,暗淡,2
20267,暗盤,1
20268,暗示,7
20269,暗藏,2
20270,暗號,2
20271,暗部,1
20272,暢唔,1
20273,暢嘅,1
20274,暢舊電,1
20275,暢過,1
20276,暢順,3
20277,暫停,1
20278,暫時,27
20279,暴力,6
20280,暴發户,1
20281,暴走,1
20282,暴跌,2
20283,暴雨,1
20284,曆代,2
20285,曉培,1
20286,曙光行者,1
20287,曝光,11
20288,曦妤,1
20289,曬下,2
20290,曬乜,1
20291,曬位,1
20292,曬佢,1
20293,曬來,1
20294,曬命,1
20295,曬咪,72
20296,曬得,1
20297,曬用,1
20298,曬買,1
20299,曬醫,1
20300,曬錢,2
