,msg,count
17586,应该充足,1
17587,应该冇,1
17588,应该取决于,1
17589,应该打电话,1
17590,应该洗,1
17591,应该系,1
17592,底上市,1
17593,底下邊,1
17594,底低,1
17595,底佢,1
17596,底係,1
17597,底光,4
17598,底冇,1
17599,底到期,1
17600,底制,2
17601,底前,1
17602,底勃,1
17603,底喺,1
17604,底嘅,3
17605,底大洗牌,1
17606,底失,1
17607,底失望,1
17608,底好似,1
17609,底已經,1
17610,底想,1
17611,底散,1
17612,底時,1
17613,底板問,1
17614,底板屎,1
17615,底板左,1
17616,底板整,1
17617,底板瓜,1
17618,底板發現,1
17619,底板電,1
17620,底正,1
17621,底死,3
17622,底深,1
17623,底滑,1
17624,底照片,1
17625,底牌已經,1
17626,底狂,1
17627,底玻璃,1
17628,底螺,1
17629,底裝,1
17630,底褲,2
17631,底貨,1
17632,底買,1
17633,底部孔,1
17634,底部會,1
17635,底閣,1
17636,底面係,1
17637,店不好,1
17638,店丫,1
17639,店以前,1
17640,店係,2
17641,店內,6
17642,店分期,1
17643,店咪知,1
17644,店埋,1
17645,店奇怪,1
17646,店差,1
17647,店想,1
17648,店抵,1
17649,店揸,1
17650,店爆炸,5
17651,店發,1
17652,店睇,2
17653,店舖,2
17654,店要求,1
17655,店話,1
17656,店貨,2
17657,店買,1
17658,店賣,5
17659,店門,1
17660,店阿棠,1
17661,店電訊,1
17662,废材,1
17663,度度蘋,1
17664,度度貨,1
17665,度日嘈,1
17666,庶住,1
17667,庶睇,1
17668,康公夜市,2
17669,康有仲失,1
17670,康都糸,1
17671,庸說,2
17672,庸追求,2
17673,廂情,1
17674,廉喎,1
17675,廉工人,1
17676,廉版,3
17677,廉部件,1
17678,延伸會,1
17679,延禧攻略,1
17680,延續,1
17681,延遲,3
17682,廷禧,2
17683,廷鏗,6
17684,建制保,1
17685,建制派,3
17686,建房,1
17687,建拍照,1
17688,建立高档次,1
17689,建築,9
17690,建築裝,1
17691,建築設計,1
17692,建築運,2
17693,建系,1
17694,建設,2
17695,建議,112
17696,建議買,77
17697,建議輸,1
17698,开原色调,1
17699,开售,1
17700,开左,1
17701,开張果,1
17702,开心使用,1
17703,开放购买,1
17704,开放预订,1
17705,开汇丰,1
17706,开漫游,2
17707,开荧幕,1
17708,开賣,1
17709,开頭,1
17710,式冇,16
17711,式噏,1
17712,式回,1
17713,式報,1
17714,式後,1
17715,式持,1
17716,式班,16
17717,式生,1
17718,式發,2
17719,式線,1
17720,式舊,1
17721,式螢,1
17722,式行,2
17723,式銷,1
17724,式鎖,2
17725,式鏡頭,1
17726,弓弓,4
17727,引入嵌入,1
17728,引入手,1
17729,引入線,1
17730,引入雙,1
17731,引擎會,4
17732,引為,1
17733,引爆競賽,1
17734,引用一世,1
17735,引用城邦,1
17736,引用發,4579
17737,引笑,2
17738,引致智商,1
17739,引証,1
17740,引買,1
17741,引起誹謗,1
17742,引起輪,1
17743,引起骂战,1
17744,引述手,1
17745,引述消息,1
17746,引電,1
17747,弟喺,2
17748,弟都入左,1
17749,弧寒,1
17750,弧寒就,1
17751,弩炮,1
17752,弱出奇,1
17753,弱弱問,1
17754,弱稚,1
17755,弱通常,1
17756,弱震,2
17757,張上網,1
17758,張下載,1
17759,張中,1
17760,張中國,3
17761,張主會,1
17762,張主網,1
17763,張佢,1
17764,張使用,1
17765,張來,1
17766,張係,6
17767,張信哲劉嘉玲,1
17768,張信用卡,1
17769,張俾,1
17770,張值,6
17771,張傻,2
17772,張先,1
17773,張免,2
17774,張內,1
17775,張八張相,1
17776,張冇,2
17777,張删除,1
17778,張副入,1
17779,張包裝,1
17780,張卡,5
17781,張卡上網,1
17782,張卡佢,1
17783,張卡係,2
17784,張卡冇,1
17785,張卡出,3
17786,張卡打入,1
17787,張卡數,1
17788,張卡時,2
17789,張卡會,2
17790,張卡机,1
17791,張卡產,1
17792,張卡番陸,1
17793,張卡祇,1
17794,張卡緊電話,1
17795,張卡講緊電話,1
17796,張卡賬,1
17797,張卡身份,1
17798,張卡開,1
17799,張卡關,2
17800,張卡電話,1
17801,張卦,2
17802,張卷準,1
17803,張友,2
17804,張反映,1
17805,張同開,1
17806,張同附近,1
17807,張嘅,2
17808,張外卡,1
17809,張夜境,2
17810,張大陸,6
17811,張就取消,1
17812,張崇基兄弟,3
17813,張床,2
17814,張張,3
17815,張惠妹嘅,1
17816,張惠妹親,1
17817,張成日收,1
17818,張掂,2
17819,張支援,1
17820,張收,1
17821,張收據,1
17822,張收線,1
17823,張放入,1
17824,張敬軒,6
17825,張數據,1
17826,張新嘅,1
17827,張明信片,1
17828,張會,2
17829,張有效期,1
17830,張有漫遊,1
17831,張未見,1
17832,張果間,1
17833,張次入,1
17834,張正,2
17835,張比較,2
17836,張洗,1
17837,張照片,1
17838,張用卡,1
17839,張相來,1
17840,張相係,1
17841,張相入,1
17842,張相吾係,2
17843,張相喎,2
17844,張相埋,1
17845,張相好,2
17846,張相掉,1
17847,張相放入,2
17848,張相未,1
17849,張相正,2
17850,張相流綱絡,1
17851,張相片,1
17852,張相睇,1
17853,張相算,1
17854,張睇,5
17855,張約,2
17856,張純電話,1
17857,張網,1
17858,張聯,1
17859,張膽,1
17860,張臉,1
17861,張自由,1
17862,張芸京愛,1
17863,張茶記,2
17864,張蚊,1
17865,張行,1
17866,張記,1
17867,張證,2
17868,張貼,1
17869,張起晒,1
17870,張返,1
17871,張都係,2
17872,張都會,1
17873,張都正喎,2
17874,張都漫,1
17875,張錢,1
17876,張開,2
17877,張限,1
17878,張陸,1
17879,張震,1
17880,張靚穎,1
17881,張韶涵愛情,1
17882,張飛,3
17883,張香港,6
17884,張體,5
17885,強主,1
17886,強之間,3
17887,強人氣,3
17888,強仔,1
17889,強住,1
17890,強做,5
17891,強先,1
17892,強制,2
17893,強力,3
17894,強功能,1
17895,強加,1
17896,強化,1
17897,強北,13
17898,強北路,2
17899,強可能,1
17900,強味,1
17901,強喎,1
17902,強回,1
17903,強奸,1
17904,強定,1
17905,強幸福,1
17906,強強,2
17907,強戰,2
17908,強捱,2
17909,強推,1
17910,強提升,1
17911,強播放,1
17912,強收,1
17913,強放到,1
17914,強明,1
17915,強求,2
17916,強為,1
17917,強烈,2
17918,強爆炸,1
17919,強盗,1
17920,強芒,2
17921,強華,1
17922,強蘋,1
17923,強視,1
17924,強話總統,1
17925,強誘,1
17926,強貨,1
17927,強賬,1
17928,強返,1
17929,強迫,2
17930,強迫人,1
17931,強連總統電話,1
17932,強逼,1
17933,強都大,2
17934,強電話,2
17935,強頂,1
17936,強項,5
17937,強領,3
17938,强国先,1
17939,强行广告,1
17940,形容容易,1
17941,形容知,1
17942,形容詞,1
17943,形容錯,1
17944,形成鲜明,1
17945,形改,72
17946,形籃,1
17947,形象冇,1
17948,形造,1
17949,彩喇,1
17950,彩數,1
17951,彩細,2
17952,彩虹狼,2
17953,彭博網,1
17954,彭麗,1
17955,影主子,2
17956,影人時,2
17957,影俾,1
17958,影像技,1
17959,影像烙印,2
17960,影像質,1
17961,影出,5
17962,影加,1
17963,影后珍妮,1
17964,影告,1
17965,影响會,1
17966,影喎,1
17967,影嘅,6
17968,影多年前,1
17969,影夜景,1
17970,影太,2
17971,影女仔,2
17972,影好好,2
17973,影完,5
17974,影小朋友,1
17975,影左,1
17976,影已經,1
17977,影張相,1
17978,影張相流,1
17979,影微距,1
17980,影效果,1
17981,影是否,1
17982,影景深,1
17983,影朋友,3
17984,影模式,1
17985,影死,2
17986,影片保留,1
17987,影片先,3
17988,影片劇,1
17989,影片將,1
17990,影片左右,1
17991,影片檔,1
17992,影片炫耀,1
17993,影片為,1
17994,影片相片,2
17995,影片真人,1
17996,影片睇,1
17997,影片落,1
17998,影片質,1
17999,影片身,1
18000,影片音,1
18001,影班人,1
18002,影生,2
18003,影當然,1
18004,影相,301
18005,影相同,1
18006,影相比,1
18007,影真,1
18008,影睇,5
18009,影簡,1
18010,影能力,1
18011,影舊,1
18012,影蕉,2
18013,影街景,2
18014,影衰,2
18015,影角度,1
18016,影靓,1
18017,影靚,5
18018,影音功能,1
18019,影音播放,1
18020,影音買,1
18021,影響,45
18022,影響舊電,1
18023,影響資,1
18024,影響電,1
18025,影頭,2
18026,影類,1
18027,影食物,2
18028,影黑色,2
18029,彻底解决,1
18030,往事停,1
18031,往事只能,1
18032,往往會,2
18033,征求意,1
18034,征程禮,2
18035,征途禮,2
18036,待定雙,1
18037,很大差距,1
18038,很大比例,1
18039,很大破,2
18040,很好很好,1
18041,很好很重,1
18042,很好聽,2
18043,很小拍,1
18044,很少想,1
18045,很快沒有,1
18046,很深很深,1
18047,很高貴,1
18048,律生活,2
18049,後一代,2
18050,後不再,9
18051,後不可,1
18052,後不斷,1
18053,後不知,1
18054,後予,1
18055,後事,1
18056,後仆,1
18057,後令,1
18058,後仲,6
18059,後似,1
18060,後位置,1
18061,後佢,2
18062,後使用,1
18063,後來,2
18064,後供,1
18065,後係,85
18066,後保,2
18067,後信,1
18068,後信息,1
18069,後修改,1
18070,後值,2
18071,後做,2
18072,後做完,1
18073,後停,2
18074,後傻,1
18075,後先,12
18076,後先知,2
18077,後免,1
18078,後入,2
18079,後全,1
18080,後冇,64
18081,後再,6
18082,後再次,1
18083,後出,7
18084,後出事,1
18085,後副歌,2
18086,後加,3
18087,後卡,1
18088,後即刻,1
18089,後叉,1
18090,後受害,1
18091,後可能,1
18092,後史上,1
18093,後吋,1
18094,後咪,3
18095,後問,2
18096,後嘅,2
18097,後回復,1
18098,後回憶,2
18099,後地税,1
18100,後報,2
18101,後太,3
18102,後妳,2
18103,後存,1
18104,後完整,1
18105,後將,1
18106,後小美,1
18107,後少,1
18108,後尾,1
18109,後尿,1
18110,後岩,5
18111,後左,75
18112,後左去,1
18113,後左右,1
18114,後差,2
18115,後已經,3
18116,後市,1
18117,後平果,1
18118,後年保,1
18119,後張,2
18120,後影,1
18121,後得益,1
18122,後心,1
18123,後必,1
18124,後忍痛,1
18125,後怕怕,1
18126,後悔,24
18127,後惠民,2
18128,後想,3
18129,後感,6
18130,後感情,1
18131,後打算,1
18132,後投降,1
18133,後拎,2
18134,後持,1
18135,後指,1
18136,後接棒,1
18137,後推,1
18138,後揸,1
18139,後搞得,1
18140,後支出,1
18141,後支援,2
18142,後收,1
18143,後收到,1
18144,後改名,1
18145,後放,5
18146,後放工,2
18147,後教,3
18148,後整,1
18149,後新,1
18150,後新手,1
18151,後時,5
18152,後智,1
18153,後更,2
18154,後更差,1
18155,後更快,1
18156,後最多,1
18157,後會,18
18158,後月,2
18159,後月月,1
18160,後有可能,1
18161,後服,1
18162,後果,4
18163,後梗,1
18164,後森,3
18165,後楝,1
18166,後止,1
18167,後每次,1
18168,後決定,2
18169,後法,1
18170,後洗,2
18171,後洗手,2
18172,後派,1
18173,後炒,1
18174,後炸,5
18175,後熄,1
18176,後狂,1
18177,後玻璃,1
18178,後生,5
18179,後生女,3
18180,後產,1
18181,後男主角,2
18182,後發現,2
18183,後目的,1
18184,後直接,3
18185,後相,1
18186,後真,4
18187,後真正,1
18188,後睇,5
18189,後瞓,1
18190,後知,4
18191,後硬件,1
18192,後稀罕,1
18193,後立即,2
18194,後竟然,1
18195,後笑,1
18196,後第三世界,1
18197,後簡,1
18198,後系,2
18199,後結,2
18200,後絕,1
18201,後綁舊鐵,1
18202,後網,1
18203,後繼,1
18204,後續,1
18205,後置,1
18206,後老兄,1
18207,後耗,1
18208,後聽,1
18209,後背景,2
18210,後腿,1
18211,後花,1
18212,後萬,1
18213,後落,1
18214,後著,2
18215,後衛訊,1
18216,後見,1
18217,後見蘋,1
18218,後覺得,2
18219,後訂,1
18220,後訓,2
18221,後記,1
18222,後註,2
18223,後評,1
18224,後話,4
18225,後論,1
18226,後諗,2
18227,後諗買,1
18228,後變,22
18229,後讚,1
18230,後買,9
18231,後賣,4
18232,後贏,1
18233,後走,2
18234,後走人,1
18235,後越,1
18236,後路,1
18237,後軍,5
18238,後較,1
18239,後輸,1
18240,後轉,3
18241,後轉運,1
18242,後返,7
18243,後追,1
18244,後這,1
18245,後通常,1
18246,後造成,1
18247,後連,2
18248,後運,1
18249,後違,1
18250,後選,2
18251,後部份,1
18252,後重新,2
18253,後鈴聲,1
18254,後銀,1
18255,後銷,1
18256,後錢,1
18257,後鏡,3
18258,後鏡長,1
18259,後鏡頭,3
18260,後門,4
18261,後門貨賺,1
18262,後門貨陸續,1
18263,後門鎖,1
18264,後閃,1
18265,後開,1
18266,後開始,1
18267,後間,1
18268,後關,1
18269,後附,1
18270,後限,1
18271,後限速,2
18272,後陸,2
18273,後陸組裝,1
18274,後隔,1
18275,後隨,1
18276,後雙,1
18277,後電,1
18278,後電話,1
18279,後面,9
18280,後順,1
18281,後順風,1
18282,後頭,74
18283,後香港,1
18284,後黎玩,1
18285,後黑,1
18286,徐消,1
18287,徐福記,1
18288,徒係,1
18289,徒手法,2
18290,得人前,1
18291,得人負,1
18292,得人驚,6
18293,得以後,1
18294,得免息,1
18295,得免蚊,1
18296,得免行政,1
18297,得免費,2
18298,得免送,2
18299,得出世既,1
18300,得出做,3
18301,得出別,1
18302,得出快,1
18303,得出深圳,1
18304,得出結論,1
18305,得出緊,4
18306,得分方便,1
18307,得利賺,1
18308,得到人格,1
18309,得到係,1
18310,得到收,2
18311,得到數,1
18312,得到真,1
18313,得到知,1
18314,得到稅,2
18315,得到象,1
18316,得意有趣,1
18317,得益將,1
18318,得票數,1
18319,御裝,1
18320,復仇者,1
18321,復以下,1
18322,復再,1
18323,復刻,1
18324,復卓,1
18325,復合,1
18326,復失地,1
18327,復活,7
18328,復禁,1
18329,復資,1
18330,復重新,1
18331,循再,1
18332,循順,1
18333,微不同,1
18334,微信提供,1
18335,微信通知,1
18336,微信錢,2
18337,微信電郵,1
18338,微漏光,1
18339,微距係,1
18340,微距差,1
18341,微距放大,1
18342,微軟,1
18343,微電影,2
18344,徵乜,1
18345,徵哈利,1
18346,徵喎,1
18347,徵收,1
18348,徵未,1
18349,徵真,1
18350,徵睇,1
18351,心中國,1
18352,心中已經,1
18353,心中數,1
18354,心中硬,60
18355,心作祟,1
18356,心佢,3
18357,心做,7
18358,心入,4
18359,心內,2
18360,心再,1
18361,心出,1
18362,心分期,60
18363,心加油,2
18364,心升,1
18365,心吊,1
18366,心嘅,2
18367,心報,1
18368,心太,1
18369,心女仔,2
18370,心宗教,1
18371,心已經,3
18372,心已经,1
18373,心平,1
18374,心底裏,2
18375,心得報,1
18376,心得想,1
18377,心得資,1
18378,心微笑,1
18379,心心,6
18380,心思思想,3
18381,心思細,2
18382,心思返,1
18383,心思閒,1
18384,心急换,1
18385,心性高,1
18386,心情下滑,2
18387,心情不好,3
18388,心情太,3
18389,心情愉快,2
18390,心情成,1
18391,心意,1
18392,心意係,1
18393,心手,1
18394,心抽,1
18395,心整,1
18396,心數,1
18397,心會,1
18398,心月,1
18399,心朱古力,2
18400,心根本,2
18401,心水,2
18402,心水名,1
18403,心沒有,1
18404,心深,2
18405,心灰,2
18406,心炒,1
18407,心爽,1
18408,心理作用,2
18409,心理係,1
18410,心理力,60
18411,心理話,1
18412,心理財,60
18413,心理身,1
18414,心理關口,2
18415,心甘,1
18416,心甚,1
18417,心疼妳,2
18418,心病狂,3
18419,心癮,2
18420,心目中想,2
18421,心眼睇,2
18422,心睡眠,1
18423,心知,1
18424,心細,3
18425,心細緊,1
18426,心細話,1
18427,心聲,3
18428,心肝寶,1
18429,心胶,2
18430,心腸,1
18431,心臓,2
18432,心臟,1
18433,心良,1
18434,心萬,1
18435,心蘋,3
18436,心血來,2
18437,心裡,1
18438,心試,1
18439,心諗,3
18440,心識,1
18441,心讀,1
18442,心身體,3
18443,心送,2
18444,心遲,1
18445,心酸往事,1
18446,心靈,1
18447,心靜,1
18448,心韓仔,1
18449,心順,1
18450,心預購,16
18451,心頭,2
18452,心食,2
18453,心魔作祟,1
18454,必冇,1
18455,必升,3
18456,必增加,1
18457,必大跌,1
18458,必失,1
18459,必定世界,1
18460,必定新,1
18461,必定水平,1
18462,必定減,1
18463,必帶,1
18464,必水晶,1
18465,必碎,1
18466,必要分期,60
18467,必要开,1
18468,必要蝕,1
18469,必要論,60
18470,必要賤賣,1
18471,必觸,1
18472,必買,16
18473,必送,1
18474,必需要,3
18475,必須,8
18476,必須買,1
18477,必须接受,1
18478,忍下手,1
18479,忍住,77
18480,忍住出,1
18481,忍佢,1
18482,忍受低,1
18483,忍地步,1
18484,忍左,2
18485,忍左手,1
18486,忍忍,2
18487,忍手,2
18488,忍為,2
18489,忍者幫,2
18490,忍耐,1
18491,忍讓,6
18492,志係,2
18493,志命,1
18494,志安,2
18495,忘本奸,1
18496,忘記,17
18497,忘轉,1
18498,忘錄,2
18499,忙住,1
18500,忙做,1
18501,忙出,1
18502,忙加班,1
18503,忙升,2
18504,忙啤酒,2
18505,忙完,4
18506,忙忙,2
18507,忙支援,2
18508,忙收,1
18509,忙碌於,2
18510,忙裡,5
18511,忙試,2
18512,忙足,2
18513,忙陪,2
18514,忠先,1
18515,忠心客,1
18516,忠心果粉,1
18517,忠會,1
18518,忠盲,1
18519,忠粉,1
18520,忠習,1
18521,忠職,1
18522,忠誠,6
18523,忠貴,1
18524,快上去,1
18525,快中,3
18526,快义,2
18527,快买,1
18528,快乸,1
18529,快些解,1
18530,快佢,1
18531,快使用,1
18532,快便,1
18533,快係,3
18534,快億,1
18535,快充,17
18536,快充果,1
18537,快入,3
18538,快出,11
18539,快出事,1
18540,快切,1
18541,快到手,1
18542,快到期,2
18543,快功能,1
18544,快升,1
18545,快叉,5
18546,快召,1
18547,快可能,1
18548,快哂,1
18549,快喎,2
18550,快回,1
18551,快埋,1
18552,快報,1
18553,快夫,1
18554,快子,2
18555,快字,1
18556,快安,1
18557,快完,3
18558,快完前才,1
18559,快少少,1
18560,快屋,2
18561,快左,30
18562,快左同,16
18563,快左影,1
18564,快差,7
18565,快後,1
18566,快得人,1
18567,快快,1
18568,快快事,1
18569,快快撤,2
18570,快成,2
18571,快成街,1
18572,快手,4
18573,快手派,1
18574,快手買,1
18575,快打柴,1
18576,快抄,1
18577,快拍,1
18578,快拎,1
18579,快掂,1
18580,快接,1
18581,快推出,1
18582,快揭,1
18583,快搬,1
18584,快改善,1
18585,快放,1
18586,快整,2
18587,快新,2
18588,快新的,1
18589,快新野,1
18590,快時,1
18591,快會,9
18592,快有力,2
18593,快未成熟,1
18594,快柴,1
18595,快根本,1
18596,快極,3
18597,快樂使用,1
18598,快樂老,2
18599,快洗头,1
18600,快派,2
18601,快淘汰,1
18602,快減,1
18603,快炒,3
18604,快爬,1
18605,快牛和,1
18606,快物,1
18607,快玩,1
18608,快玩完,1
18609,快瓜,1
18610,快甘,1
18611,快生,1
18612,快电,1
18613,快發窮,1
18614,快禁,1
18615,快笠,1
18616,快緊,1
18617,快老婆,2
18618,快肥,1
18619,快花,1
18620,快蔵,1
18621,快裝,2
18622,快要窒息,1
18623,快見,1
18624,快解,1
18625,快話頂,2
18626,快請,3
18627,快講,3
18628,快貨,1
18629,快買,3
18630,快賣,2
18631,快走,6
18632,快跳下,1
18633,快踢爆,1
18634,快返,4
18635,快送,1
18636,快送到,1
18637,快速充,9
18638,快速分享,1
18639,快速輸,1
18640,快週,2
18641,快還,1
18642,快門,6
18643,快隻,2
18644,快頂,3
18645,快順,2
18646,快预约,1
18647,快餐店藜,2
18648,快餓,2
18649,念係,2
18650,念值,1
18651,念好友,1
18652,念教主,1
18653,念新,1
18654,念會,1
18655,念話,1
18656,念鈔,1
18657,忽係,1
18658,忽影,1
18659,忽情,1
18660,忽然之間,2
18661,忽略左,1
18662,忽視,1
18663,怒射手,4
18664,怒火街,1
18665,怕中,3
18666,怕什,2
18667,怕佢,2
18668,怕係,3
18669,怕俾,1
18670,怕做,1
18671,怕冇,1
18672,怕功能,1
18673,怕同胞,1
18674,怕大部,1
18675,怕已經,1
18676,怕幅射,1
18677,怕引起,1
18678,怕怕,2
18679,怕慢,1
18680,怕手,73
18681,怕排,2
18682,怕揾,1
18683,怕易,2
18684,怕時,2
18685,怕會,1
18686,怕核,1
18687,怕死,1
18688,怕短路,1
18689,怕耐看,1
18690,怕覺,1
18691,怕話,5
18692,怕誰,2
18693,怕講,1
18694,怕貨,1
18695,怕買,1
18696,怕錢,1
18697,怕門,2
18698,怕陸,2
18699,怕電,2
18700,怕頂,1
18701,怕餓,2
18702,怖後,1
18703,怖會,1
18704,思冰,2
18705,思想問,1
18706,思想嘅,60
18707,思想幼稚,1
18708,思想試華,1
18709,思想諗,1
18710,思想買,1
18711,思想都比,1
18712,思為,1
18713,思維,10
18714,思考繼續,1
18715,思考角度,2
18716,怡豐,2
18717,急住,2
18718,急係,1
18719,急再,1
18720,急尿,1
18721,急急減,1
18722,急放,1
18723,急救情,1
18724,急服,1
18725,急求助,1
18726,急燥,2
18727,急著,1
18728,急賣,1
18729,急需要,1
18730,急需這,1
18731,性不好,1
18732,性仲,1
18733,性仲好,1
18734,性价比国外,1
18735,性低,2
18736,性係,2
18737,性值,3
18738,性冇,1
18739,性別,3
18740,性功能出新,1
18741,性失明,2
18742,性已經,1
18743,性強,1
18744,性心,2
18745,性感做,2
18746,性感愛,2
18747,性改,1
18748,性最高,1
18749,性會,1
18750,性格朋友,1
18751,性格藹,2
18752,性格造就,1
18753,性格遲遲,1
18754,性梗,2
18755,性武器,1
18756,性比奇,1
18757,性為,2
18758,性生,2
18759,性病先,1
18760,性睇,1
18761,性突然,1
18762,性系,1
18763,性經,1
18764,性能一代,1
18765,性能媲美,1
18766,性能差,3
18767,性能已經,1
18768,性能弱,1
18769,性能操控,2
18770,性能正,1
18771,性能竟,1
18772,性能耗,1
18773,性能舊,1
18774,性能都比前,1
18775,性能錢,1
18776,性能關,1
18777,性記,2
18778,性買,1
18779,性質,4
18780,性連,1
18781,性遠遜華,1
18782,性都好正,1
18783,性都系工,1
18784,性錯,1
18785,性高,81
18786,怨別,1
18787,怨言血汗,1
18788,怪人係,3
18789,怪人吖,2
18790,怪人注,2
18791,怪人術,2
18792,怪佢,2
18793,怪做,2
18794,怪全家,1
18795,怪全球,1
18796,怪出,2
18797,怪嘅,3
18798,怪好似,1
18799,怪得利,1
18800,怪得知,1
18801,怪怪,1
18802,怪怪哋,1
18803,怪怪甘,1
18804,怪招黎,1
18805,怪早,2
18806,怪旺角,1
18807,怪易,3
18808,怪曳,2
18809,怪業,5
18810,怪活,2
18811,怪特別,1
18812,怪睇,1
18813,怪知,2
18814,怪禮,1
18815,怪腦,2
18816,怪覺,1
18817,怪話,1
18818,怪貴,5
18819,怪買,1
18820,怪賣,1
18821,怪超,1
18822,怪邊,2
18823,怪金色,1
18824,怪長,2
18825,怪順,1
18826,恐份子,5
18827,恐停,1
18828,恐怕似,1
18829,恐怕腫臉,1
18830,恐怖企,1
18831,恐症,1
18832,恒生卡,1
18833,恒生就,1
18834,恒生成,1
18835,恒生網賣,1
18836,恒生銀,1
18837,恒生長,1
18838,恕直言,1
18839,恕見識,2
18840,恢復,2
18841,恨傻,1
18842,恩愛,1
18843,恩物,3
18844,恩賜,1
18845,恭喜之外,1
18846,恭喜佢,1
18847,恭喜兄,5
18848,恭喜恭喜,7
18849,恭喜成功,1
18850,恭喜新,2
18851,恭喜晒,4
18852,恭喜王國,1
18853,恭喜皇,3
18854,恭喜眾,1
18855,恭喜買,1
18856,恭喜轉,1
18857,恭祝走,1
18858,恭賀豬閪,1
18859,息免,61
18860,息分期,71
18861,息取,1
18862,息手,60
18863,息搞,1
18864,息机,2
18865,息聲這,1
18866,息錢,1
18867,恰恰反映,1
18868,悄悄提高,1
18869,悔咪,1
18870,悔文,1
18871,悔死,1
18872,悔皆,1
18873,悔蚊,1
18874,悔解,1
18875,悔買,5
18876,悔開,1
18877,悟什,1
18878,悟空係,1
18879,悟空比起,2
18880,悟空細,2
18881,悟空變,2
18882,悟空遙,1
18883,悟飯,2
18884,悟飯細,2
18885,悠兔,1
18886,悠寶,1
18887,患妄想症,1
18888,悭返,1
18889,悲劇,1
18890,情之下,1
18891,情乜,2
18892,情人寂寥,2
18893,情人節,4
18894,情人節飯,1
18895,情仲,1
18896,情佳,1
18897,情係,10
18898,情做,1
18899,情先,1
18900,情冇,1
18901,情出,2
18902,情加深,1
18903,情原送,1
18904,情响,1
18905,情堪,6
18906,情報,3
18907,情好似,1
18908,情小妹妹,2
18909,情小山羊,2
18910,情左,72
18911,情差,3
18912,情差不多,1
18913,情情,1
18914,情意結,1
18915,情意结,2
18916,情愛,1
18917,情戴超,72
18918,情於,1
18919,情時,1
18920,情會,1
18921,情有目共睹,1
18922,情模式,2
18923,情欠佳,1
18924,情歌鈴聲,1
18925,情正常,2
18926,情淡,1
18927,情獲得,2
18928,情玩,1
18929,情發,1
18930,情白痴,1
18931,情確,1
18932,情示,1
18933,情立,1
18934,情節,2
18935,情結,2
18936,情緒,1
18937,情總結,1
18938,情著,2
18939,情表哥,1
18940,情解,2
18941,情記,1
18942,情豪,2
18943,情貴,1
18944,情起來,2
18945,情都特登,1
18946,情開,1
18947,情願,7
18948,情願購買,1
18949,情鬼,2
18950,惑二叔,2
18951,惑手,1
18952,惑易,7
18953,惑蛋,3
18954,惑買,2
18955,惜愛,1
18956,惟有時,1
18957,惟果粉,1
18958,惠係,1
18959,惠先,16
18960,惠再,1
18961,惠哥哥,1
18962,惠好似,1
18963,惠年底,1
18964,惠手,1
18965,惠折扣,1
18966,惠時,1
18967,惠減,1
18968,惠買,1
18969,惠購,1
18970,惠都平,1
18971,惦牌子,1
18972,惨禁,1
18973,惨送,1
18974,惩罚爱国,1
18975,想丁,1
18976,想三叔,1
18977,想三星,1
18978,想上代,1
18979,想上床,1
18980,想下一代,1
18981,想下野,1
18982,想不用,1
18983,想中,2
18984,想中國,2
18985,想中文,1
18986,想中段,1
18987,想主,1
18988,想乜,1
18989,想了解,2
18990,想事情,1
18991,想交,2
18992,想享受,1
18993,想人世,1
18994,想以下,1
18995,想住,2
18996,想你好,1
18997,想佢,5
18998,想佬,1
18999,想依家,1
19000,想係,8
19001,想信,1
19002,想俾,4
19003,想做,22
19004,想像中,6
19005,想像什,1
19006,想像力豐,2
19007,想像太,1
19008,想像更,1
19009,想像空,1
19010,想像素,1
19011,想像緊,1
19012,想像萬,1
19013,想像襟,1
19014,想像重,1
19015,想億,1
19016,想免,1
19017,想入,15
19018,想全,2
19019,想公仔,2
19020,想再,3
19021,想再买,1
19022,想出,4
19023,想出人人,1
19024,想出清,1
19025,想出火,1
19026,想出返,1
19027,想出銀,1
19028,想分期,2
19029,想到時,1
19030,想到間,1
19031,想副歌,1
19032,想劇,3
19033,想劉德華,3
19034,想力,1
19035,想功能,1
19036,想包,2
19037,想升,2
19038,想卡,1
19039,想即刻,1
19040,想双卡先,1
19041,想史,1
19042,想吊,1
19043,想吳若希,1
19044,想吳雨霏,1
19045,想吸水,1
19046,想告,1
19047,想周子揚,1
19048,想周杰,4
19049,想周柏豪,2
19050,想周華健,1
19051,想哋,1
19052,想哭,1
19053,想哭出,1
19054,想問,91
19055,想喇,1
19056,想嘅,3
19057,想坐,1
19058,想埋,2
19059,想太,1
19060,想太多,3
19061,想太贵,1
19062,想女友,2
19063,想奶,2
19064,想好似,2
19065,想妳,1
19066,想威,1
19067,想孫燕姿,2
19068,想宇,1
19069,想安慰,1
19070,想完全,1
19071,想容祖,2
19072,想將,1
19073,想少,1
19074,想少女,1
19075,想尾,2
19076,想屌,1
19077,想崎,1
19078,想左,1
19079,想帶,3
19080,想平,1
19081,想平就,1
19082,想引,1
19083,想引起,1
19084,想張,4
19085,想張智霖,1
19086,想張芸京,1
19087,想影,8
19088,想得到認,1
19089,想得救,1
19090,想必準,1
19091,想忘,2
19092,想快,5
19093,想念贾伯斯,1
